date,flow_rate,concentration_per_liter,population_served,cases,concentration_avg
2021-12-25,0.11590090909090908,,862.0,0.0,4332.0
2021-12-26,0.11590090909090908,,862.0,0.0,4332.0
2021-12-27,0.11590090909090908,,862.0,0.0,4332.0
2021-12-28,0.11590090909090908,9600.0,862.0,0.0,5385.6
2021-12-29,0.11590090909090908,,862.0,0.0,5385.6
2021-12-30,0.11590090909090908,,862.0,0.0,3466.6666666666665
2021-12-31,0.11590090909090908,,862.0,0.0,3466.6666666666665
2022-01-01,0.11590090909090908,,862.0,0.0,3466.6666666666665
2022-01-02,0.1249,2392.0,862.0,0.0,3036.8
2022-01-03,0.11590090909090908,,862.0,2.0,4794.666666666667
2022-01-04,0.1244,6944.0,862.0,2.0,5654.4
2022-01-05,0.11590090909090908,,862.0,3.0,5654.4
2022-01-06,0.13028,11200.0,862.0,7.5,7238.857142857143
2022-01-07,0.11590090909090908,,862.0,9.0,7238.857142857143
2022-01-08,0.11590090909090908,,862.0,9.0,6845.333333333333
2022-01-09,0.11203,4904.0,862.0,9.0,6360.0
2022-01-10,0.11590090909090908,,862.0,10.0,6360.0
2022-01-11,0.11590090909090908,,862.0,8.0,6360.0
2022-01-12,0.11590090909090908,,862.0,10.0,6360.0
2022-01-13,0.11114,20800.0,862.0,11.0,10962.0
2022-01-14,0.11590090909090908,,862.0,9.0,10962.0
2022-01-15,0.11590090909090908,,862.0,6.0,12301.333333333334
2022-01-16,0.11277,24400.0,862.0,6.0,15326.0
2022-01-17,0.11590090909090908,,862.0,6.0,16701.333333333332
2022-01-18,0.12843,93200.0,862.0,13.0,35826.0
2022-01-19,0.11590090909090908,,862.0,16.0,35826.0
2022-01-20,0.12357,59200.0,862.0,33.0,49400.0
2022-01-21,0.11590090909090908,,862.0,41.0,49400.0
2022-01-22,0.11590090909090908,,862.0,40.0,49400.0
2022-01-23,0.11359,45600.0,862.0,40.0,48640.0
2022-01-24,0.11590090909090908,,862.0,47.0,55600.0
2022-01-25,0.10882,80264.0,862.0,55.0,60532.8
2022-01-26,0.11590090909090908,,862.0,55.0,60532.8
2022-01-27,0.09951,17688.0,862.0,56.0,63801.77777777778
2022-01-28,0.11590090909090908,,862.0,49.0,63801.77777777778
2022-01-29,0.11590090909090908,,862.0,36.0,55402.28571428572
2022-01-30,0.1238,7240.000000000001,862.0,33.0,44699.555555555555
2022-01-31,0.11590090909090908,,862.0,37.0,40556.57142857143
2022-02-01,0.11765,23744.0,862.0,36.5,36820.444444444445
2022-02-02,0.11590090909090908,,862.0,29.0,36820.444444444445
2022-02-03,0.12599,10868.0,862.0,21.5,29102.222222222223
2022-02-04,0.11590090909090908,,862.0,20.0,29102.222222222223
2022-02-05,0.11590090909090908,,862.0,14.0,14484.57142857143
2022-02-06,0.11309,29932.0,862.0,14.0,17917.333333333332
2022-02-07,0.11590090909090908,,862.0,15.0,17946.0
2022-02-08,0.11277,6688.0,862.0,11.5,15694.4
2022-02-09,0.11590090909090908,,862.0,11.0,15694.4
2022-02-10,0.1078,3764.0,862.0,11.5,14999.2
2022-02-11,0.11590090909090908,,862.0,11.0,14999.2
2022-02-12,0.11590090909090908,,862.0,9.0,12813.0
2022-02-13,0.12385,5464.0,862.0,9.0,11343.2
2022-02-14,0.11590090909090908,,862.0,10.0,11462.0
2022-02-15,0.11188,2976.0,862.0,8.5,9764.8
2022-02-16,0.11590090909090908,,862.0,12.0,9764.8
2022-02-17,0.11265,9952.0,862.0,9.0,5768.8
2022-02-18,0.11590090909090908,,862.0,6.0,5768.8
2022-02-19,0.11590090909090908,,862.0,6.0,5539.0
2022-02-20,0.1237,32140.0,862.0,6.0,10859.2
2022-02-21,0.11590090909090908,,862.0,6.0,12633.0
2022-02-22,0.11590090909090908,,862.0,5.0,12633.0
2022-02-23,0.11590090909090908,,862.0,5.0,12633.0
2022-02-24,0.11590090909090908,,862.0,5.0,15022.666666666666
2022-02-25,0.11590090909090908,,862.0,0.0,15022.666666666666
2022-02-26,0.11590090909090908,,862.0,0.0,21046.0
2022-02-27,0.11590090909090908,,862.0,0.0,21046.0
2022-02-28,0.11590090909090908,,862.0,0.0,32140.0
2022-03-01,0.1262,0.0,862.0,0.0,16070.0
2022-03-02,0.11590090909090908,,862.0,0.0,16070.0
