date,flow_rate,concentration_per_liter,population_served,cases,concentration_avg
2021-11-20,0.0296,,609.0,0.0,4058.6666666666665
2021-11-21,0.0288,51200.0,609.0,0.0,15844.0
2021-11-22,0.0296,,609.0,1.0,21125.333333333332
2021-11-23,0.0288,7348.0,609.0,1.0,17681.0
2021-11-24,0.0296,,609.0,1.0,17681.0
2021-11-25,0.0297,4200.0,609.0,1.0,17362.0
2021-11-26,0.0296,,609.0,1.0,17362.0
2021-11-27,0.0296,,609.0,1.0,20916.0
2021-11-28,0.027,26800.0,609.0,1.0,22387.0
2021-11-29,0.0296,,609.0,1.0,22387.0
2021-11-30,0.0252,10400.0,609.0,0.0,19989.6
2021-12-01,0.0296,,609.0,0.0,19989.6
2021-12-02,0.0252,7916.0,609.0,0.0,11332.8
2021-12-03,0.0296,,609.0,0.0,11332.8
2021-12-04,0.0296,,609.0,0.0,12329.0
2021-12-05,0.027,2704.0,609.0,0.0,10404.0
2021-12-06,0.0296,,609.0,1.0,11955.0
2021-12-07,0.0261,412.0,609.0,1.0,9646.4
2021-12-08,0.0296,,609.0,1.0,9646.4
2021-12-09,0.0207,1824.0000000000002,609.0,1.0,4651.2
2021-12-10,0.0296,,609.0,1.0,4651.2
2021-12-11,0.0296,,609.0,1.0,3214.0
2021-12-12,0.0261,212.0,609.0,1.0,2613.6
2021-12-13,0.0296,,609.0,1.0,1288.0
2021-12-14,0.0216,2804.0,609.0,0.0,1591.2
2021-12-15,0.0296,,609.0,0.0,1591.2
2021-12-16,0.0296,,609.0,0.0,1313.0
2021-12-17,0.0296,,609.0,1.0,1313.0
2021-12-18,0.0296,,609.0,1.0,1613.3333333333333
2021-12-19,0.0315,12400.0,609.0,1.0,4310.0
2021-12-20,0.0296,,609.0,1.0,5138.666666666667
2021-12-21,0.0296,,609.0,2.0,5138.666666666667
2021-12-22,0.0296,,609.0,2.0,5138.666666666667
2021-12-23,0.0315,8636.0,609.0,2.0,7946.666666666667
2021-12-24,0.0296,,609.0,2.0,7946.666666666667
2021-12-25,0.0296,,609.0,2.0,10518.0
2021-12-26,0.0324,60000.0,609.0,1.0,27012.0
2021-12-27,0.0296,,609.0,1.0,27012.0
2021-12-28,0.0296,,609.0,1.0,27012.0
2021-12-29,0.0296,,609.0,1.0,27012.0
2021-12-30,0.0296,,609.0,0.0,34318.0
2021-12-31,0.0296,,609.0,0.0,34318.0
2022-01-01,0.0296,,609.0,0.0,34318.0
2022-01-02,0.0296,,609.0,0.0,34318.0
2022-01-03,0.0296,,609.0,0.0,60000.0
2022-01-04,0.0306,9200.0,609.0,0.0,34600.0
2022-01-05,0.0296,,609.0,2.0,34600.0
2022-01-06,0.0378,11600.0,609.0,3.5,10400.0
2022-01-07,0.0296,,609.0,5.0,10400.0
2022-01-08,0.0296,,609.0,5.0,10400.0
2022-01-09,0.036,22400.0,609.0,5.0,14400.0
2022-01-10,0.0296,,609.0,6.0,14400.0
2022-01-11,0.0342,54000.0,609.0,6.0,24300.0
2022-01-12,0.0296,,609.0,9.0,24300.0
2022-01-13,0.0342,61600.0,609.0,9.5,31760.0
2022-01-14,0.0296,,609.0,12.0,31760.0
2022-01-15,0.0296,,609.0,11.0,37400.0
2022-01-16,0.0405,6004.0,609.0,11.0,31120.8
2022-01-17,0.0296,,609.0,11.0,36001.0
2022-01-18,0.0324,22400.0,609.0,11.5,33280.8
2022-01-19,0.0296,,609.0,15.0,33280.8
2022-01-20,0.045,41600.0,609.0,15.0,36623.11111111111
2022-01-21,0.0296,,609.0,17.0,36623.11111111111
2022-01-22,0.0296,,609.0,15.0,31658.285714285714
2022-01-23,0.0296,,609.0,12.0,31658.285714285714
2022-01-24,0.0296,,609.0,16.0,19681.6
2022-01-25,0.0333,63136.0,609.0,20.0,26924.0
2022-01-26,0.0296,,609.0,22.0,26924.0
2022-01-27,0.0396,772.0,609.0,24.5,25180.0
2022-01-28,0.0296,,609.0,26.0,25180.0
2022-01-29,0.0296,,609.0,23.0,26570.0
2022-01-30,0.0405,15148.0,609.0,18.0,22762.666666666668
2022-01-31,0.0296,,609.0,19.0,18995.2
2022-02-01,0.0296,,609.0,21.0,18995.2
2022-02-02,0.0296,,609.0,20.0,18995.2
2022-02-03,0.036,6064.0,609.0,16.5,15300.57142857143
2022-02-04,0.0296,,609.0,14.0,15300.57142857143
2022-02-05,0.0296,,609.0,12.0,7328.0
2022-02-06,0.0333,3792.0,609.0,10.0,6444.0
2022-02-07,0.0296,,609.0,12.0,8334.666666666666
2022-02-08,0.0306,0.0,609.0,10.5,6251.0
2022-02-09,0.0296,,609.0,7.0,6251.0
2022-02-10,0.0297,1060.0,609.0,3.5,2729.0
2022-02-11,0.0296,,609.0,2.0,2729.0
2022-02-12,0.0296,,609.0,2.0,2729.0
2022-02-13,0.0306,8224.0,609.0,2.0,3828.0
2022-02-14,0.0296,,609.0,2.0,3269.0
2022-02-15,0.0296,,609.0,0.0,3269.0
2022-02-16,0.0296,,609.0,0.0,3269.0
2022-02-17,0.0304,3564.0,609.0,0.0,3212.0
2022-02-18,0.0296,,609.0,0.0,3212.0
2022-02-19,0.0296,,609.0,0.0,4282.666666666667
2022-02-20,0.0295,3555.9999999999995,609.0,0.0,4101.0
2022-02-21,0.0296,,609.0,0.0,5114.666666666667
2022-02-22,0.0296,,609.0,0.0,5114.666666666667
2022-02-23,0.0296,,609.0,0.0,5114.666666666667
2022-02-24,0.0296,,609.0,0.0,3560.0
2022-02-25,0.0296,,609.0,0.0,3560.0
2022-02-26,0.0296,,609.0,0.0,3560.0
2022-02-27,0.0296,,609.0,0.0,3560.0
2022-02-28,0.0296,,609.0,2.0,3555.9999999999995
2022-03-01,0.0288,776.0,609.0,2.0,2166.0
2022-03-02,0.0296,,609.0,2.0,2166.0
