date,flow_rate,concentration_per_liter,population_served,cases,concentration_avg
2022-01-16,0.1058,,863.0,11.0,12769.142857142857
2022-01-17,0.1058,,863.0,11.0,5076.8
2022-01-18,0.1058,,863.0,15.0,5076.8
2022-01-19,0.1058,,863.0,26.0,5076.8
2022-01-20,0.1593,10400.0,863.0,30.0,7772.8
2022-01-21,0.1058,,863.0,36.0,7772.8
2022-01-22,0.1058,,863.0,35.0,6933.333333333333
2022-01-23,0.1058,,863.0,28.0,6933.333333333333
2022-01-24,0.1058,,863.0,37.0,10400.0
2022-01-25,0.1495,67000.0,863.0,41.5,38700.0
2022-01-26,0.1058,,863.0,46.0,38700.0
2022-01-27,0.143,46736.0,863.0,44.0,41378.666666666664
2022-01-28,0.1058,,863.0,40.0,41378.666666666664
2022-01-29,0.1058,,863.0,36.0,41378.666666666664
2022-01-30,0.1058,,863.0,32.0,41378.666666666664
2022-01-31,0.1058,,863.0,35.0,56868.0
2022-02-01,0.1058,,863.0,42.0,56868.0
2022-02-02,0.1058,,863.0,34.0,56868.0
2022-02-03,0.1179,24160.0,863.0,29.5,45965.333333333336
2022-02-04,0.1058,,863.0,29.0,45965.333333333336
2022-02-05,0.1058,,863.0,24.0,35448.0
2022-02-06,0.1123,2928.0,863.0,17.5,24608.0
2022-02-07,0.1058,,863.0,17.0,13544.0
2022-02-08,0.1058,,863.0,17.0,13544.0
2022-02-09,0.1058,,863.0,16.0,13544.0
2022-02-10,0.1309,34592.0,863.0,11.0,20560.0
2022-02-11,0.1058,,863.0,13.0,20560.0
2022-02-12,0.1058,,863.0,13.0,20560.0
2022-02-13,0.1058,,863.0,9.0,20560.0
2022-02-14,0.1058,,863.0,12.0,18760.0
2022-02-15,0.1158,4556.0,863.0,12.0,14025.333333333334
2022-02-16,0.1058,,863.0,15.0,14025.333333333334
2022-02-17,0.1119,7632.0,863.0,15.0,17185.6
2022-02-18,0.1058,,863.0,14.0,17185.6
2022-02-19,0.1058,,863.0,12.0,17185.6
2022-02-20,0.1092,800.0,863.0,10.0,14454.666666666666
2022-02-21,0.1058,,863.0,8.0,4386.0
2022-02-22,0.1101,1356.0,863.0,11.0,3376.0
2022-02-23,0.1058,,863.0,9.0,3376.0
2022-02-24,0.1067,2424.0,863.0,9.0,3240.0
2022-02-25,0.1058,,863.0,9.0,3240.0
2022-02-26,0.1058,,863.0,5.0,2713.6
2022-02-27,0.1808,0.0,863.0,4.5,1938.2857142857142
2022-02-28,0.1058,,863.0,5.0,989.3333333333334
2022-03-01,0.1947,9272.0,863.0,5.0,2172.5714285714284
2022-03-02,0.1058,,863.0,5.0,2172.5714285714284
